ID Unique,CountryCode,SeriesCode,DESCRIPTION
530,TJK,SP.POP.GROW,Data sources: United Nations World Population Prospects
531,TKM,SP.POP.GROW,Data sources: United Nations World Population Prospects
532,TKM,NY.GDP.PCAP.PP.CD,Estimates are based on regression.
533,TKM,SP.POP.TOTL,Data sources : United Nations World Population Prospects
534,TKM,NY.GDP.MKTP.PP.KD,Estimates are based on regression.
535,TKM,NY.GNP.MKTP.PP.CD,Estimates are based on regression.
536,TKM,NY.GDP.PCAP.PP.KD,Estimates are based on regression.
537,TKM,NY.GDP.MKTP.PP.CD,Estimates are based on regression.
538,TKM,NY.GNP.PCAP.PP.CD,Estimates are based on regression.
539,TLS,NY.GNP.PCAP.PP.CD,Estimates are based on regression.
540,TLS,NY.GDP.MKTP.PP.CD,Estimates are based on regression.
541,TLS,NY.GDP.PCAP.PP.KD,Estimates are based on regression.
542,TLS,NY.GNP.MKTP.PP.CD,Estimates are based on regression.
543,TLS,NY.GDP.MKTP.PP.KD,Estimates are based on regression.
544,TLS,SP.POP.TOTL,Data sources : United Nations World Population Prospects
545,TLS,NY.GDP.PCAP.PP.CD,Estimates are based on regression.
546,TLS,SP.POP.GROW,Data sources : United Nations World Population Prospects
547,TON,SP.POP.GROW,Data sources: United Nations World Population Prospects
548,TON,SP.POP.TOTL,Data sources : United Nations World Population Prospects
549,TTO,SP.POP.TOTL,Data sources : United Nations World Population Prospects
550,TTO,SP.POP.GROW,Data sources: United Nations World Population Prospects
551,TUN,SP.POP.GROW,Data sources : United Nations World Population Prospects
552,TUN,SP.POP.TOTL,Data sources : United Nations World Population Prospects
553,TUR,SP.POP.TOTL,Data sources : United Nations World Population Prospects
554,TUR,SP.POP.GROW,Data sources : United Nations World Population Prospects
555,TUV,SP.POP.GROW,Data sources: United Nations World Population Prospects
556,TUV,SP.POP.TOTL,Data sources : United Nations World Population Prospects
557,TZA,SP.POP.TOTL,Data sources : United Nations World Population Prospects
558,TZA,NY.GDP.PCAP.CD,Covers mainland Tanzania only.
559,TZA,SP.POP.1564.TO.ZS,Including Zanzibar.
560,TZA,NY.GDP.PCAP.KD,Covers mainland Tanzania only.
561,TZA,SP.POP.GROW,Data sources: United Nations World Population Prospects
562,TZA,NY.GDP.PCAP.PP.CD,Covers mainland Tanzania only.
563,TZA,SP.POP.0014.TO.ZS,Including Zanzibar.
564,TZA,NY.GDP.PCAP.PP.KD,Covers mainland Tanzania only.
565,TZA,NY.GNP.PCAP.PP.CD,Covers mainland Tanzania only.
566,TZA,NY.GNP.PCAP.CD,Covers mainland Tanzania only.
567,TZA,SP.POP.TOTL.MA.ZS,Including Zanzibar.
568,TZA,SP.POP.TOTL.FE.ZS,Including Zanzibar.
569,UGA,SP.POP.GROW,Data sources: United Nations World Population Prospects
570,UGA,SP.POP.TOTL,Data sources : United Nations World Population Prospects
571,UKR,SP.POP.TOTL,"Data sources : State Statistics Committee of Ukraine, United Nations World Population Prospects, Council of Europe, United Nations Population and Vital Statistics Report"
572,UKR,SP.POP.GROW,"Data sources: State Statistics Committee of Ukraine, United Nations World Population Prospects, Council of Europe, United Nations Population and Vital Statistics Report"
573,URY,SP.POP.GROW,Data sources: United Nations World Population Prospects
574,URY,SP.POP.TOTL,Data sources : United Nations World Population Prospects
575,USA,SP.POP.TOTL,Data sources : U.S. Census Bureau
576,USA,SP.POP.GROW,Data sources: U.S. Census Bureau
577,UZB,SP.POP.GROW,"Data sources : State Committee of the Republic of Uzbekistan on Statistics, United Nations World Population Prospects"
578,UZB,NY.GDP.PCAP.PP.CD,Estimates are based on regression.
579,UZB,SP.POP.TOTL,"Data sources : State Committee of the Republic of Uzbekistan on Statistics, United Nations World Population Prospects"
580,UZB,NY.GDP.MKTP.PP.KD,Estimates are based on regression.
581,UZB,NY.GNP.MKTP.PP.CD,Estimates are based on regression.
582,UZB,NY.GNP.PCAP.PP.CD,Estimates are based on regression.
583,UZB,NY.GDP.PCAP.PP.KD,Estimates are based on regression.
584,UZB,NY.GDP.MKTP.PP.CD,Estimates are based on regression.
585,VCT,SP.POP.TOTL,Data sources : United Nations World Population Prospects
586,VCT,SP.POP.GROW,Data sources: United Nations World Population Prospects
587,VEN,SP.POP.GROW,Data sources: United Nations World Population Prospects
588,VEN,SP.POP.TOTL,Data sources : United Nations World Population Prospects
589,VEN,NY.GNP.PCAP.CD,Based on official exchange rates.
590,VIR,SP.POP.TOTL,"Data sources : U.S. Census Bureau, United Nations Population and Vital Statistics Report"
591,VIR,SP.POP.GROW,"Data sources: U.S. Census Bureau, United Nations Population and Vital Statistics Report"
592,VNM,SP.POP.GROW,Data sources: General Statistics Office of Vietnam
593,VNM,SP.POP.TOTL,Data sources : General Statistics Office of Vietnam
594,VUT,SP.POP.TOTL,Data sources : United Nations World Population Prospects
595,VUT,SP.POP.GROW,Data sources: United Nations World Population Prospects
596,WSM,SP.POP.GROW,Data sources: United Nations World Population Prospects
597,WSM,SP.POP.TOTL,Data sources : United Nations World Population Prospects
598,XKX,SP.POP.TOTL,"Data sources : World Bank's Kosovo coutnry office, Kosovo Agency of Statistics, U.S. Census Bureau"
599,XKX,NY.GDP.MKTP.PP.KD,Estimates are based on regression.
600,XKX,NY.GNP.MKTP.PP.CD,Estimates are based on regression.
601,XKX,SP.POP.GROW,"Data sources: World Bank's Kosovo coutnry office, Kosovo Agency of Statistics, U.S. Census Bureau"
602,XKX,NY.GDP.PCAP.PP.CD,Estimates are based on regression.
603,XKX,NY.GNP.PCAP.PP.CD,Estimates are based on regression.
604,XKX,NY.GDP.MKTP.PP.CD,Estimates are based on regression.
605,XKX,NY.GDP.PCAP.PP.KD,Estimates are based on regression.
606,YEM,SP.POP.GROW,Data sources: United Nations World Population Prospects
607,YEM,SP.POP.TOTL,Data sources : United Nations World Population Prospects
608,ZAF,SP.POP.TOTL,"Data sources : Statistics South Africa, United Nations World Population Prospects"
609,ZAF,SP.POP.GROW,"Data sources : Statistics South Africa, United Nations World Population Prospects"
610,ZMB,SP.POP.GROW,Data sources: United Nations World Population Prospects
611,ZMB,SP.POP.TOTL,Data sources : United Nations World Population Prospects
612,ZWE,SP.POP.TOTL,Data sources : United Nations World Population Prospects
613,ZWE,SP.POP.GROW,Data sources: United Nations World Population Prospects
